series number,product type,model,repair operation number,previous repair operation number,time since previous repair,censored,age after repair,Component A,Component B,Component C,Component D,Component E,Component F,Component H,Component I,Component J,Component K
sn_002785,product B,V2E3,po_006359,po_006358,2218,1,8562,0,0,0,0,0,0,0,0,0,0
sn_002786,product B,V2E2,po_006360,MFG,5322,0,5322,0,0,0,0,1,0,0,0,0,0
sn_002786,product B,V2E3,po_006361,po_006360,3270,1,8542,0,0,0,0,0,0,0,0,0,0
sn_002787,product B,V2E2,po_006362,MFG,8562,1,8562,0,0,0,0,0,0,0,0,0,0
sn_002788,product B,V2E2,po_006363,MFG,4970,0,4970,0,0,0,0,1,0,0,0,0,1
sn_002788,product B,V2E2,po_006364,po_006363,3642,1,8562,0,0,0,0,0,0,0,0,0,0
sn_002789,product B,V2E2,po_006365,MFG,8562,1,8562,0,0,0,0,0,0,0,0,0,0
sn_002790,product B,V2E2,po_006366,MFG,8558,1,8558,0,0,0,0,0,0,0,0,0,0
sn_002791,product B,V2E2,po_006367,MFG,8558,1,8558,0,0,0,0,0,0,0,0,0,0
sn_002792,product B,V2E2,po_006368,MFG,2122,0,2122,0,0,0,0,0,0,0,0,0,0
sn_002792,product B,V2E2,po_006369,po_006368,4710,0,6782,0,0,0,0,1,0,0,0,0,0
sn_002792,product B,V2E3,po_006370,po_006369,1786,1,8518,0,0,0,0,0,0,0,0,0,0
sn_002793,product B,V2E2,po_006371,MFG,6298,0,6298,0,0,0,0,1,0,0,0,0,0
sn_002793,product B,V2E3,po_006372,po_006371,626,0,6874,0,1,1,0,0,0,0,0,0,0
sn_002793,product B,V2E3,po_006373,po_006372,1570,1,8394,0,0,0,0,0,0,0,0,0,0
sn_002794,product B,V2E2,po_006374,MFG,5994,0,5994,0,0,0,0,1,0,0,0,0,0
sn_002794,product B,V2E3,po_006375,po_006374,2542,1,8486,0,0,0,0,0,0,0,0,0,0
sn_002795,product B,V2E2,po_006376,MFG,5662,0,5662,0,0,0,0,1,0,0,0,0,0
sn_002795,product B,V2E3,po_006377,po_006376,942,0,6554,0,0,0,1,0,0,0,0,0,0
sn_002795,product B,V2E3,po_006378,po_006377,1954,1,8458,0,0,0,0,0,0,0,0,0,0
sn_002796,product B,V2E2,po_006379,MFG,2522,0,2522,0,1,0,1,0,0,0,0,0,0
sn_002796,product B,V2E2,po_006380,po_006379,1650,0,4122,0,0,0,0,1,0,0,0,0,0
sn_002796,product B,V2E2,po_006381,po_006380,4414,1,8486,0,0,0,0,0,0,0,0,0,0
sn_002797,product B,V2E2,po_006382,MFG,5210,0,5210,0,0,0,0,1,0,0,0,0,0
sn_002797,product B,V2E3,po_006383,po_006382,3378,1,8538,0,0,0,0,0,0,0,0,0,0
sn_002798,product B,V2E2,po_006384,MFG,5218,0,5218,0,0,0,0,1,0,0,0,0,0
sn_002798,product B,V2E3,po_006385,po_006384,3362,1,8530,0,0,0,0,0,0,0,0,0,0
sn_002799,product B,V2E2,po_006386,MFG,8538,1,8538,0,0,0,0,0,0,0,0,0,0
sn_002800,product B,V2E2,po_006387,MFG,8538,1,8538,0,0,0,0,0,0,0,0,0,0
sn_002801,product B,V2E2,po_006388,MFG,8538,1,8538,0,0,0,0,0,0,0,0,0,0
sn_002802,product B,V2E2,po_006389,MFG,5978,0,5978,0,0,0,0,1,0,0,0,0,1
sn_002802,product B,V2E3,po_006390,po_006389,2610,1,8538,0,0,0,0,0,0,0,0,0,0
sn_002803,product B,V2E2,po_006391,MFG,8538,1,8538,0,0,0,0,0,0,0,0,0,0
sn_002804,product B,V2E2,po_006392,MFG,8538,1,8538,0,0,0,0,0,0,0,0,0,0
sn_002805,product B,V2E2,po_006393,MFG,8530,1,8530,0,0,0,0,0,0,0,0,0,0
sn_002806,product B,V2E2,po_006394,MFG,8534,1,8534,0,0,0,0,0,0,0,0,0,0
sn_002807,product B,V2E2,po_006395,MFG,8278,0,8278,0,0,0,0,1,0,0,0,0,0
sn_002807,product B,V2E3,po_006396,po_006395,306,1,8534,0,0,0,0,0,0,0,0,0,0
sn_002808,product B,V2E2,po_006397,MFG,8534,1,8534,0,0,0,0,0,0,0,0,0,0
sn_002809,product B,V2E2,po_006398,MFG,8534,1,8534,0,0,0,0,0,0,0,0,0,0
sn_002810,product B,V2E2,po_006399,MFG,8534,1,8534,0,0,0,0,0,0,0,0,0,0
sn_002811,product B,V2E2,po_006400,MFG,6290,0,6290,0,0,0,0,1,0,0,0,0,0
sn_002811,product B,V2E3,po_006401,po_006400,2290,1,8530,0,0,0,0,0,0,0,0,0,0
sn_002812,product B,V2E2,po_006402,MFG,7790,0,7790,0,0,0,0,1,0,0,0,0,0
sn_002812,product B,V2E3,po_006403,po_006402,790,1,8530,0,0,0,0,0,0,0,0,0,0
sn_002813,product B,V2E2,po_006404,MFG,8530,1,8530,0,0,0,0,0,0,0,0,0,0
sn_002814,product B,V2E2,po_006405,MFG,7478,0,7478,0,0,0,0,1,0,0,0,0,0
sn_002814,product B,V2E3,po_006406,po_006405,1098,1,8526,0,0,0,0,0,0,0,0,0,0
sn_002815,product B,V2E2,po_006407,MFG,6078,0,6078,0,0,0,0,1,0,0,0,0,0
sn_002815,product B,V2E3,po_006408,po_006407,2498,1,8526,0,0,0,0,0,0,0,0,0,0
sn_002816,product B,V2E2,po_006409,MFG,8518,1,8518,0,0,0,0,0,0,0,0,0,0
sn_002817,product B,V2E2,po_006410,MFG,8518,1,8518,0,0,0,0,0,0,0,0,0,0
sn_002818,product B,V2E2,po_006411,MFG,862,1,862,0,0,0,0,0,0,0,0,0,0
sn_002819,product B,V2E2,po_006412,MFG,8514,1,8514,0,0,0,0,0,0,0,0,0,0
sn_002820,product B,V2E2,po_006413,MFG,4410,0,4410,0,0,0,0,1,0,0,0,0,0
sn_002820,product B,V2E2,po_006414,po_006413,4138,1,8498,0,0,0,0,0,0,0,0,0,0
sn_002821,product B,V2E2,po_006415,MFG,3726,0,3726,0,0,0,0,1,0,0,0,0,0
sn_002821,product B,V2E2,po_006416,po_006415,4838,1,8514,0,0,0,0,0,0,0,0,0,0
sn_002822,product B,V2E2,po_006417,MFG,618,0,618,0,0,0,0,0,0,0,0,0,0
sn_002822,product B,V2E2,po_006418,po_006417,4202,0,4770,0,0,0,0,1,0,0,0,0,0
sn_002822,product B,V2E2,po_006419,po_006418,3750,1,8470,0,0,0,0,0,0,0,0,0,0
sn_002823,product B,V2E2,po_006420,MFG,8202,0,8202,0,0,0,0,1,0,0,0,0,0
sn_002823,product B,V2E3,po_006421,po_006420,362,1,8514,0,0,0,0,0,0,0,0,0,0
sn_002824,product B,V2E2,po_006422,MFG,6826,0,6826,0,0,0,0,1,0,0,0,0,0
sn_002824,product B,V2E3,po_006423,po_006422,1730,1,8506,0,0,0,0,0,0,0,0,0,0
sn_002825,product B,V2E2,po_006424,MFG,8486,1,8486,0,0,0,0,0,0,0,0,0,0
sn_002826,product B,V2E2,po_006425,MFG,8510,1,8510,0,0,0,0,0,0,0,0,0,0
sn_002827,product B,V2E2,po_006426,MFG,6490,0,6490,0,0,0,0,1,0,0,0,0,0
sn_002827,product B,V2E3,po_006427,po_006426,506,0,6946,0,0,0,0,0,1,0,0,0,0
sn_002827,product B,V2E3,po_006428,po_006427,1478,1,8374,0,0,0,0,0,0,0,0,0,0
sn_002828,product B,V2E2,po_006429,MFG,8498,1,8498,0,0,0,0,0,0,0,0,0,0
sn_002829,product B,V2E2,po_006430,MFG,8486,1,8486,0,0,0,0,0,0,0,0,0,0
sn_002830,product B,V2E2,po_006431,MFG,5802,0,5802,0,0,0,0,1,0,0,0,0,0
sn_002830,product B,V2E3,po_006432,po_006431,2750,1,8502,0,0,0,0,0,0,0,0,0,0
sn_002831,product B,V2E2,po_006433,MFG,2902,0,2902,1,0,1,0,1,0,0,0,0,0
sn_002831,product B,V2E2,po_006434,po_006433,5654,1,8506,0,0,0,0,0,0,0,0,0,0
sn_002832,product B,V2E2,po_006435,MFG,6390,0,6390,0,0,0,0,1,0,0,0,0,0
sn_002832,product B,V2E3,po_006436,po_006435,2150,1,8490,0,0,0,0,0,0,0,0,0,0
sn_002833,product B,V2E2,po_006437,MFG,4690,0,4690,0,0,0,0,1,0,0,0,0,0
sn_002833,product B,V2E2,po_006438,po_006437,498,0,5138,0,0,0,0,0,0,0,0,0,0
sn_002833,product B,V2E2,po_006439,po_006438,3386,1,8474,0,0,0,0,0,0,0,0,0,0
sn_002834,product B,V2E2,po_006440,MFG,5946,0,5946,0,0,0,0,1,0,0,0,0,0
sn_002834,product B,V2E3,po_006441,po_006440,2606,1,8502,0,0,0,0,0,0,0,0,0,0
sn_002835,product B,V2E2,po_006442,MFG,8502,1,8502,0,0,0,0,0,0,0,0,0,0
sn_002836,product B,V2E2,po_006443,MFG,8458,1,8458,0,0,0,0,0,0,0,0,0,0
sn_002837,product B,V2E2,po_006444,MFG,7386,0,7386,0,0,0,0,1,0,0,0,0,0
sn_002837,product B,V2E3,po_006445,po_006444,1126,1,8462,0,0,0,0,0,0,0,0,0,0
sn_002838,product B,V2E2,po_006446,MFG,8490,1,8490,0,0,0,0,0,0,0,0,0,0
sn_002839,product B,V2E2,po_006447,MFG,8502,1,8502,0,0,0,0,0,0,0,0,0,0
sn_002840,product B,V2E2,po_006448,MFG,6146,0,6146,0,0,0,0,1,0,0,0,0,0
sn_002840,product B,V2E3,po_006449,po_006448,2402,1,8498,0,0,0,0,0,0,0,0,0,0
sn_002841,product B,V2E2,po_006450,MFG,8486,1,8486,0,0,0,0,0,0,0,0,0,0
sn_002842,product B,V2E2,po_006451,MFG,4154,0,4154,0,0,0,0,1,0,0,0,0,0
sn_002842,product B,V2E2,po_006452,po_006451,4394,1,8498,0,0,0,0,0,0,0,0,0,0
sn_002843,product B,V2E2,po_006453,MFG,6078,0,6078,0,0,0,0,1,0,0,0,0,0
sn_002843,product B,V2E3,po_006454,po_006453,2458,1,8486,0,0,0,0,0,0,0,0,0,0
sn_002844,product B,V2E2,po_006455,MFG,6094,0,6094,0,0,0,0,1,0,0,0,0,0
sn_002844,product B,V2E3,po_006456,po_006455,2442,1,8486,0,0,0,0,0,0,0,0,0,0
sn_002845,product B,V2E2,po_006457,MFG,5926,0,5926,0,0,0,0,1,0,0,0,0,0
sn_002845,product B,V2E3,po_006458,po_006457,2610,1,8486,0,0,0,0,0,0,0,0,0,0
sn_002846,product B,V2E2,po_006459,MFG,5882,0,5882,0,0,0,0,1,0,0,0,0,0
sn_002846,product B,V2E3,po_006460,po_006459,2654,1,8486,0,0,0,0,0,0,0,0,0,0
sn_002847,product B,V2E2,po_006461,MFG,1402,1,1402,0,0,0,0,0,0,0,0,0,0
sn_002848,product B,V2E2,po_006462,MFG,5906,0,5906,0,0,0,0,1,0,0,0,0,0
sn_002848,product B,V2E3,po_006463,po_006462,2622,1,8478,0,0,0,0,0,0,0,0,0,0
sn_002849,product B,V2E2,po_006464,MFG,1794,0,1794,0,0,0,0,0,0,0,0,0,0
sn_002849,product B,V2E2,po_006465,po_006464,118,0,1862,0,0,0,0,0,0,0,0,0,0
sn_002849,product B,V2E2,po_006466,po_006465,3550,0,5362,0,0,0,0,1,0,0,0,0,1
sn_002849,product B,V2E3,po_006467,po_006466,3142,1,8454,0,0,0,0,0,0,0,0,0,0
sn_002850,product B,V2E2,po_006468,MFG,7414,0,7414,0,0,0,0,1,0,0,0,0,0
sn_002850,product B,V2E3,po_006469,po_006468,1114,1,8478,0,0,0,0,0,0,0,0,0,0
sn_002851,product B,V2E2,po_006470,MFG,974,1,974,0,0,0,0,0,0,0,0,0,0
sn_002852,product B,V2E2,po_006471,MFG,8478,1,8478,0,0,0,0,0,0,0,0,0,0
sn_002853,product B,V2E2,po_006472,MFG,5242,0,5242,0,0,0,0,1,0,0,0,0,0
sn_002853,product B,V2E3,po_006473,po_006472,3270,1,8462,0,0,0,0,0,0,0,0,0,0
sn_002854,product B,V2E2,po_006474,MFG,3014,0,3014,0,0,0,0,1,0,0,0,0,0
sn_002854,product B,V2E2,po_006475,po_006474,5514,1,8478,0,0,0,0,0,0,0,0,0,0
sn_002855,product B,V2E2,po_006476,MFG,8474,1,8474,0,0,0,0,0,0,0,0,0,0
sn_002856,product B,V2E2,po_006477,MFG,8478,1,8478,0,0,0,0,0,0,0,0,0,0
sn_002857,product B,V2E2,po_006478,MFG,5158,0,5158,0,0,0,0,1,0,0,0,0,0
sn_002857,product B,V2E3,po_006479,po_006478,3366,1,8474,0,0,0,0,0,0,0,0,0,0
sn_002858,product B,V2E2,po_006480,MFG,3314,0,3314,0,0,0,0,0,0,0,0,0,0
sn_002858,product B,V2E2,po_006481,po_006480,1374,0,4638,0,0,0,0,1,0,0,0,0,0
sn_002858,product B,V2E2,po_006482,po_006481,3774,1,8362,0,0,0,0,0,0,0,0,0,0
sn_002859,product B,V2E2,po_006483,MFG,5226,0,5226,0,0,0,0,1,0,0,0,0,0
sn_002859,product B,V2E3,po_006484,po_006483,3298,1,8474,0,0,0,0,0,0,0,0,0,0
sn_002860,product B,V2E2,po_006485,MFG,8446,1,8446,0,0,0,0,0,0,0,0,0,0
sn_002861,product B,V2E2,po_006486,MFG,6446,0,6446,0,0,0,0,1,0,0,0,0,0
sn_002861,product B,V2E3,po_006487,po_006486,2074,1,8470,0,0,0,0,0,0,0,0,0,0
sn_002862,product B,V2E2,po_006488,MFG,8454,1,8454,0,0,0,0,0,0,0,0,0,0
sn_002863,product B,V2E2,po_006489,MFG,8470,1,8470,0,0,0,0,0,0,0,0,0,0
sn_002864,product B,V2E2,po_006490,MFG,8470,1,8470,0,0,0,0,0,0,0,0,0,0
sn_002865,product B,V2E2,po_006491,MFG,8462,1,8462,0,0,0,0,0,0,0,0,0,0
sn_002866,product B,V2E2,po_006492,MFG,8418,0,8418,0,0,0,0,1,0,0,0,0,0
sn_002866,product B,V2E3,po_006493,po_006492,90,1,8458,0,0,0,0,0,0,0,0,0,0
sn_002867,product B,V2E2,po_006494,MFG,8458,1,8458,0,0,0,0,0,0,0,0,0,0
sn_002868,product B,V2E2,po_006495,MFG,8458,1,8458,0,0,0,0,0,0,0,0,0,0
sn_002869,product B,V2E2,po_006496,MFG,8118,0,8118,0,0,0,0,1,0,0,0,0,0
sn_002869,product B,V2E3,po_006497,po_006496,390,1,8458,0,0,0,0,0,0,0,0,0,0
sn_002870,product B,V2E2,po_006498,MFG,6590,0,6590,0,0,0,0,1,0,0,0,0,0
sn_002870,product B,V2E3,po_006499,po_006498,1930,1,8470,0,0,0,0,0,0,0,0,0,0
sn_002871,product B,V2E2,po_006500,MFG,7938,1,7938,0,0,0,0,1,0,0,0,0,0
sn_002872,product B,V2E2,po_006501,MFG,6374,0,6374,0,0,0,0,1,0,0,0,0,0
sn_002872,product B,V2E3,po_006502,po_006501,2134,1,8458,0,0,0,0,0,0,0,0,0,0
sn_002873,product B,V2E2,po_006503,MFG,8458,1,8458,0,0,0,0,0,0,0,0,0,0
sn_002874,product B,V2E2,po_006504,MFG,8454,1,8454,0,0,0,0,0,0,0,0,0,0
sn_002875,product B,V2E2,po_006505,MFG,6786,0,6786,0,0,0,0,1,0,0,0,0,0
sn_002875,product B,V2E3,po_006506,po_006505,1714,1,8450,0,0,0,0,0,0,0,0,0,0
sn_002876,product B,V2E2,po_006507,MFG,5202,0,5202,0,0,0,0,1,0,0,0,0,0
sn_002876,product B,V2E3,po_006508,po_006507,2962,0,8114,0,0,0,0,0,1,0,0,0,0
sn_002876,product B,V2E3,po_006509,po_006508,274,1,8338,0,0,0,0,0,0,0,0,0,0
sn_002877,product B,V2E2,po_006510,MFG,1438,1,1438,0,0,0,0,0,0,0,0,0,0
sn_002878,product B,V2E2,po_006511,MFG,8450,1,8450,0,0,0,0,0,0,0,0,0,0
sn_002879,product B,V2E2,po_006512,MFG,8454,1,8454,0,0,0,0,0,0,0,0,0,0
sn_002880,product B,V2E2,po_006513,MFG,8446,1,8446,0,0,0,0,0,0,0,0,0,0
sn_002881,product B,V2E2,po_006514,MFG,8446,1,8446,0,0,0,0,0,0,0,0,0,0
sn_002882,product B,V2E2,po_006515,MFG,8442,1,8442,0,0,0,0,0,0,0,0,0,0
sn_002883,product B,V2E2,po_006516,MFG,6598,0,6598,0,0,0,0,1,0,0,0,0,0
sn_002883,product B,V2E3,po_006517,po_006516,1902,1,8450,0,0,0,0,0,0,0,0,0,0
sn_002884,product B,V2E2,po_006518,MFG,3958,0,3958,0,0,0,0,0,1,0,0,0,0
sn_002884,product B,V2E2,po_006519,po_006518,2994,0,6902,0,0,0,0,1,0,0,0,0,0
sn_002884,product B,V2E3,po_006520,po_006519,730,1,7582,0,0,0,0,0,0,0,0,0,0
sn_002885,product B,V2E2,po_006521,MFG,5614,0,5614,0,0,0,0,1,0,0,0,0,0
sn_002885,product B,V2E3,po_006522,po_006521,2882,1,8446,0,0,0,0,0,0,0,0,0,0
sn_002886,product B,V2E2,po_006523,MFG,5310,0,5310,0,0,0,0,1,0,0,0,0,0
sn_002886,product B,V2E3,po_006524,po_006523,2754,0,8014,0,0,0,0,0,1,0,0,0,0
sn_002886,product B,V2E3,po_006525,po_006524,310,1,8274,0,0,0,0,0,0,0,0,0,0
sn_002887,product B,V2E2,po_006526,MFG,8446,1,8446,0,0,0,0,0,0,0,0,0,0
sn_002888,product B,V2E2,po_006527,MFG,8442,1,8442,0,0,0,0,0,0,0,0,0,0
sn_002889,product B,V2E2,po_006528,MFG,8442,1,8442,0,0,0,0,0,0,0,0,0,0
sn_002890,product B,V2E2,po_006529,MFG,8442,1,8442,0,0,0,0,0,0,0,0,0,0
sn_002891,product B,V2E2,po_006530,MFG,8442,1,8442,0,0,0,0,0,0,0,0,0,0
sn_002892,product B,V2E2,po_006531,MFG,938,1,938,0,0,0,0,0,0,0,0,0,0
sn_002893,product B,V2E2,po_006532,MFG,4814,0,4814,0,0,0,0,1,0,0,0,0,0
sn_002893,product B,V2E2,po_006533,po_006532,3666,1,8430,0,0,0,0,0,0,0,0,0,0
sn_002894,product B,V2E2,po_006534,MFG,8430,1,8430,0,0,0,0,0,0,0,0,0,0
sn_002895,product B,V2E2,po_006535,MFG,6602,0,6602,0,0,0,0,1,0,0,0,0,0
sn_002895,product B,V2E3,po_006536,po_006535,1878,1,8430,0,0,0,0,0,0,0,0,0,0
sn_002896,product B,V2E2,po_006537,MFG,4410,0,4410,0,0,0,0,1,0,0,0,0,0
sn_002896,product B,V2E2,po_006538,po_006537,3006,0,7366,0,0,0,0,1,0,0,0,0,0
sn_002896,product B,V2E3,po_006539,po_006538,1110,1,8426,0,0,0,0,0,0,0,0,0,0
sn_002897,product B,V2E2,po_006540,MFG,1242,1,1242,0,0,0,0,0,0,0,0,0,0
sn_002898,product B,V2E2,po_006541,MFG,7726,0,7726,0,0,0,0,1,0,0,0,0,0
sn_002898,product B,V2E3,po_006542,po_006541,750,1,8426,0,0,0,0,0,0,0,0,0,0
sn_002899,product B,V2E2,po_006543,MFG,8426,1,8426,0,0,0,0,0,0,0,0,0,0
sn_002900,product B,V2E2,po_006544,MFG,5286,0,5286,0,0,0,0,1,0,0,0,0,0
sn_002900,product B,V2E3,po_006545,po_006544,3190,1,8426,0,0,0,0,0,0,0,0,0,0
sn_002901,product B,V2E2,po_006546,MFG,5346,0,5346,0,0,0,0,1,0,0,0,0,1
sn_002901,product B,V2E3,po_006547,po_006546,3130,1,8426,0,0,0,0,0,0,0,0,0,0
sn_002902,product B,V2E2,po_006548,MFG,5170,0,5170,0,0,0,0,1,0,0,0,0,0
sn_002902,product B,V2E3,po_006549,po_006548,3306,1,8426,0,0,0,0,0,0,0,0,0,0
sn_002903,product B,V2E2,po_006550,MFG,6770,0,6770,0,0,0,0,1,0,0,0,0,0
sn_002903,product B,V2E3,po_006551,po_006550,1702,1,8422,0,0,0,0,0,0,0,0,0,0
sn_002904,product B,V2E2,po_006552,MFG,6550,0,6550,0,0,0,0,1,0,0,0,0,0
sn_002904,product B,V2E3,po_006553,po_006552,1922,1,8422,0,0,0,0,0,0,0,0,0,0
sn_002905,product B,V2E2,po_006554,MFG,8422,1,8422,0,0,0,0,0,0,0,0,0,0
sn_002906,product B,V2E2,po_006555,MFG,5642,0,5642,0,0,0,0,1,0,0,0,0,0
sn_002906,product B,V2E3,po_006556,po_006555,2830,1,8422,0,0,0,0,0,0,0,0,0,0
sn_002907,product B,V2E2,po_006557,MFG,8386,1,8386,0,0,0,0,0,0,0,0,0,0
sn_002908,product B,V2E2,po_006558,MFG,8418,1,8418,0,0,0,0,0,0,0,0,0,0
sn_002909,product B,V2E2,po_006559,MFG,8418,1,8418,0,0,0,0,0,0,0,0,0,0
sn_002910,product B,V2E2,po_006560,MFG,6762,0,6762,0,0,0,0,1,0,0,0,0,0
sn_002910,product B,V2E3,po_006561,po_006560,1706,1,8418,0,0,0,0,0,0,0,0,0,0
sn_002911,product B,V2E2,po_006562,MFG,8418,1,8418,0,0,0,0,0,0,0,0,0,0
sn_002912,product B,V2E2,po_006563,MFG,5750,0,5750,0,0,0,0,1,0,0,0,0,1
sn_002912,product B,V2E3,po_006564,po_006563,2718,1,8418,0,0,0,0,0,0,0,0,0,0
sn_002913,product B,V2E2,po_006565,MFG,8414,1,8414,0,0,0,0,0,0,0,0,0,0
sn_002914,product B,V2E2,po_006566,MFG,8386,0,8386,0,0,0,0,0,0,0,0,0,0
sn_002914,product B,V2E2,po_006567,po_006566,78,1,8414,0,0,0,0,0,0,0,0,0,0
sn_002915,product B,V2E2,po_006568,MFG,7350,0,7350,0,0,0,0,1,0,0,0,0,0
sn_002915,product B,V2E3,po_006569,po_006568,1114,1,8414,0,0,0,0,0,0,0,0,0,0
sn_002916,product B,V2E2,po_006570,MFG,882,0,882,0,0,0,0,0,0,0,0,0,0
sn_002916,product B,V2E2,po_006571,po_006570,3826,0,4658,0,0,0,0,1,0,0,0,0,0
sn_002916,product B,V2E2,po_006572,po_006571,3782,1,8390,0,0,0,0,0,0,0,0,0,0
sn_002917,product B,V2E2,po_006573,MFG,3802,0,3802,0,0,0,0,1,0,0,0,0,0
sn_002917,product B,V2E2,po_006574,po_006573,4646,1,8398,0,0,0,0,0,0,0,0,0,0
sn_002918,product B,V2E2,po_006575,MFG,8166,0,8166,0,0,0,0,1,0,0,0,0,0
sn_002918,product B,V2E3,po_006576,po_006575,278,1,8394,0,0,0,0,0,0,0,0,0,0
sn_002919,product B,V2E2,po_006577,MFG,4378,0,4378,0,0,0,0,0,0,0,0,0,0
sn_002919,product B,V2E2,po_006578,po_006577,4066,1,8394,0,0,0,0,0,0,0,0,0,0
sn_002920,product B,V2E2,po_006579,MFG,938,1,938,0,0,0,0,0,0,0,0,0,0
sn_002921,product B,V2E2,po_006580,MFG,3334,0,3334,0,0,0,0,0,1,0,0,0,0
sn_002921,product B,V2E2,po_006581,po_006580,3202,0,6486,0,0,0,0,1,0,0,0,0,0
sn_002921,product B,V2E3,po_006582,po_006581,1426,1,7862,0,0,0,0,0,0,0,0,0,0
sn_002922,product B,V2E2,po_006583,MFG,2594,0,2594,0,0,0,0,1,0,0,0,0,0
sn_002922,product B,V2E2,po_006584,po_006583,5854,1,8398,0,0,0,0,0,0,0,0,0,0
sn_002923,product B,V2E2,po_006585,MFG,8398,1,8398,0,0,0,0,0,0,0,0,0,0
sn_002924,product B,V2E2,po_006586,MFG,3802,0,3802,0,0,0,0,1,0,0,0,0,0
sn_002924,product B,V2E2,po_006587,po_006586,4646,1,8398,0,0,0,0,0,0,0,0,0,0
sn_002925,product B,V2E2,po_006588,MFG,6966,0,6966,0,0,0,0,1,0,0,0,0,1
sn_002925,product B,V2E3,po_006589,po_006588,1474,1,8390,0,0,0,0,0,0,0,0,0,0
sn_002926,product B,V2E2,po_006590,MFG,8390,1,8390,0,0,0,0,0,0,0,0,0,0
sn_002927,product B,V2E2,po_006591,MFG,8386,1,8386,0,0,0,0,0,0,0,0,0,0
sn_002928,product B,V2E2,po_006592,MFG,6038,0,6038,0,0,0,0,1,0,0,0,0,0
sn_002928,product B,V2E3,po_006593,po_006592,2398,1,8386,0,0,0,0,0,0,0,0,0,0
sn_002929,product B,V2E2,po_006594,MFG,6730,0,6730,0,0,0,0,1,0,0,0,0,0
sn_002929,product B,V2E3,po_006595,po_006594,1710,1,8390,0,0,0,0,0,0,0,0,0,0
sn_002930,product B,V2E2,po_006596,MFG,6290,0,6290,0,0,0,0,1,0,0,0,0,0
sn_002930,product B,V2E3,po_006597,po_006596,526,0,6766,0,0,0,1,0,0,0,0,0,0
sn_002930,product B,V2E3,po_006598,po_006597,1486,1,8202,0,0,0,0,0,0,0,0,0,0
sn_002931,product B,V2E2,po_006599,MFG,3398,0,3398,0,0,0,0,1,0,0,0,0,0
sn_002931,product B,V2E2,po_006600,po_006599,5038,1,8386,0,0,0,0,0,0,0,0,0,0
sn_002932,product B,V2E2,po_006601,MFG,5922,0,5922,0,0,0,0,1,0,0,0,0,0
sn_002932,product B,V2E3,po_006602,po_006601,2514,1,8386,0,0,0,0,0,0,0,0,0,0
sn_002933,product B,V2E2,po_006603,MFG,7330,0,7330,0,0,0,0,1,0,0,0,0,0
sn_002933,product B,V2E3,po_006604,po_006603,1110,1,8390,0,0,0,0,0,0,0,0,0,0
sn_002934,product B,V2E2,po_006605,MFG,8374,1,8374,0,0,0,0,0,0,0,0,0,0
sn_002935,product B,V2E2,po_006606,MFG,4982,0,4982,0,0,0,0,1,0,0,0,0,0
sn_002935,product B,V2E2,po_006607,po_006606,3442,1,8374,0,0,0,0,0,0,0,0,0,0
sn_002936,product B,V2E2,po_006608,MFG,8374,1,8374,0,0,0,0,0,0,0,0,0,0
sn_002937,product B,V2E2,po_006609,MFG,2266,0,2266,0,0,0,0,0,0,0,0,0,0
sn_002937,product B,V2E2,po_006610,po_006609,6150,1,8366,0,0,0,0,0,0,0,0,0,0
sn_002938,product B,V2E2,po_006611,MFG,8370,1,8370,0,0,0,0,0,0,0,0,0,0
sn_002939,product B,V2E2,po_006612,MFG,8370,1,8370,0,0,0,0,0,0,0,0,0,0
sn_002940,product B,V2E2,po_006613,MFG,5202,0,5202,0,0,0,0,1,0,0,0,0,1
sn_002940,product B,V2E3,po_006614,po_006613,3218,1,8370,0,0,0,0,0,0,0,0,0,0
sn_002941,product B,V2E2,po_006615,MFG,8366,1,8366,0,0,0,0,0,0,0,0,0,0
sn_002942,product B,V2E2,po_006616,MFG,6146,0,6146,0,0,0,0,1,0,0,0,0,0
sn_002942,product B,V2E3,po_006617,po_006616,2270,1,8366,0,0,0,0,0,0,0,0,0,0
sn_002943,product B,V2E2,po_006618,MFG,6882,0,6882,0,0,0,0,1,0,0,0,0,0
sn_002943,product B,V2E3,po_006619,po_006618,1534,1,8366,0,0,0,0,0,0,0,0,0,0
sn_002944,product B,V2E2,po_006620,MFG,8362,1,8362,0,0,0,0,0,0,0,0,0,0
sn_002945,product B,V2E2,po_006621,MFG,8362,1,8362,0,0,0,0,0,0,0,0,0,0
sn_002946,product B,V2E2,po_006622,MFG,1442,1,1442,0,0,0,0,0,0,0,0,0,0
sn_002947,product B,V2E2,po_006623,MFG,6142,0,6142,0,0,0,0,1,0,0,0,0,0
sn_002947,product B,V2E3,po_006624,po_006623,2270,1,8362,0,0,0,0,0,0,0,0,0,0
sn_002948,product B,V2E2,po_006625,MFG,4430,0,4430,0,0,0,0,1,0,0,0,0,0
sn_002948,product B,V2E2,po_006626,po_006625,3982,1,8362,0,0,0,0,0,0,0,0,0,0
sn_002949,product B,V2E2,po_006627,MFG,5346,0,5346,0,0,0,0,1,0,0,0,0,1
sn_002949,product B,V2E3,po_006628,po_006627,3054,1,8350,0,0,0,0,0,0,0,0,0,0
sn_002950,product B,V2E2,po_006629,MFG,8346,1,8346,0,0,0,0,0,0,0,0,0,0
